Date,Open,High,Low,Close,Parsed_Date,Day
03-24-2023,"12,871.50","12,924.80","12,728.00","12,890.30",2023-03-24 00:00:00,Friday
03-23-2023,"12,695.00","13,031.00","12,694.30","12,854.00",2023-03-23 00:00:00,Thursday
03-22-2023,"12,873.20","13,082.00","12,678.00","12,707.00",2023-03-22 00:00:00,Wednesday
03-21-2023,"12,699.80","12,898.20","12,676.50","12,867.30",2023-03-21 00:00:00,Tuesday
03-20-2023,"12,690.00","12,750.00","12,525.30","12,688.50",2023-03-20 00:00:00,Monday
03-17-2023,"12,708.00","12,811.30","12,569.50","12,644.80",2023-03-17 00:00:00,Friday
03-16-2023,"12,398.80","12,735.80","12,314.00","12,715.50",2023-03-16 00:00:00,Thursday
03-15-2023,"12,329.80","12,407.50","12,096.80","12,377.80",2023-03-15 00:00:00,Wednesday
03-14-2023,"12,080.00","12,356.50","12,032.30","12,337.00",2023-03-14 00:00:00,Tuesday
03-13-2023,"12,014.00","12,222.80","11,806.30","12,055.00",2023-03-13 00:00:00,Monday
03-10-2023,"12,138.50","12,249.30","11,925.80","11,969.00",2023-03-10 00:00:00,Friday
03-09-2023,"12,379.80","12,493.30","12,114.30","12,144.30",2023-03-09 00:00:00,Thursday
03-08-2023,"12,170.00","12,254.50","12,108.30","12,228.30",2023-03-08 00:00:00,Wednesday
03-07-2023,"12,320.30","12,381.30","12,142.30","12,169.00",2023-03-07 00:00:00,Tuesday
03-06-2023,"12,306.30","12,486.30","12,276.30","12,323.50",2023-03-06 00:00:00,Monday
03-03-2023,"12,049.00","12,329.00","12,012.00","12,311.30",2023-03-03 00:00:00,Friday
03-02-2023,"11,967.00","12,096.30","11,832.50","12,062.00",2023-03-02 00:00:00,Thursday
03-01-2023,"12,041.30","12,141.80","11,924.80","11,961.80",2023-03-01 00:00:00,Wednesday
02-28-2023,"12,093.50","12,172.80","12,025.80","12,072.30",2023-02-28 00:00:00,Tuesday
02-27-2023,"12,003.00","12,189.50","11,990.00","12,083.30",2023-02-27 00:00:00,Monday
02-24-2023,"12,190.00","12,214.50","11,923.00","11,997.00",2023-02-24 00:00:00,Friday
02-23-2023,"12,176.30","12,261.00","12,028.50","12,207.50",2023-02-23 00:00:00,Thursday
02-22-2023,"12,108.00","12,190.50","12,034.00","12,097.50",2023-02-22 00:00:00,Wednesday
02-21-2023,"12,369.30","12,379.50","12,090.30","12,096.80",2023-02-21 00:00:00,Tuesday
02-17-2023,"12,462.50","12,466.30","12,265.80","12,390.00",2023-02-17 00:00:00,Friday
02-16-2023,"12,740.00","12,792.70","12,455.30","12,482.50",2023-02-16 00:00:00,Thursday
02-15-2023,"12,620.80","12,756.50","12,524.30","12,730.00",2023-02-15 00:00:00,Wednesday
02-10-2023,"12,448.80","12,451.50","12,243.30","12,346.30",2023-02-10 00:00:00,Friday
02-09-2023,"12,555.00","12,728.50","12,366.50","12,425.50",2023-02-09 00:00:00,Thursday
02-08-2023,"12,747.00","12,808.50","12,512.80","12,545.30",2023-02-08 00:00:00,Wednesday
02-07-2023,"12,513.00","12,818.50","12,459.30","12,776.80",2023-02-07 00:00:00,Tuesday
02-06-2023,"12,572.00","12,608.50","12,455.80","12,515.50",2023-02-06 00:00:00,Monday
02-03-2023,"12,748.20","12,878.00","12,551.20","12,624.00",2023-02-03 00:00:00,Friday
02-02-2023,"12,520.00","12,949.80","12,501.80","12,846.80",2023-02-02 00:00:00,Thursday
02-01-2023,"12,116.00","12,524.50","12,055.30","12,414.30",2023-02-01 00:00:00,Wednesday
01-31-2023,"11,984.00","12,156.00","11,871.00","12,152.00",2023-01-31 00:00:00,Tuesday
01-30-2023,"12,212.50","12,252.00","11,960.00","11,968.00",2023-01-30 00:00:00,Monday
01-27-2023,"12,049.00","12,308.50","12,016.00","12,222.30",2023-01-27 00:00:00,Friday
01-26-2023,"11,874.80","12,113.00","11,867.30","12,106.80",2023-01-26 00:00:00,Thursday
01-25-2023,"11,970.50","11,976.50","11,604.50","11,873.30",2023-01-25 00:00:00,Wednesday
01-24-2023,"11,933.00","12,010.50","11,835.80","11,909.50",2023-01-24 00:00:00,Tuesday
01-23-2023,"11,676.80","11,983.00","11,650.50","11,934.00",2023-01-23 00:00:00,Monday
01-20-2023,"11,401.00","11,686.80","11,365.30","11,677.00",2023-01-20 00:00:00,Friday
01-19-2023,"11,470.50","11,487.00","11,308.50","11,356.50",2023-01-19 00:00:00,Thursday
01-18-2023,"11,619.80","11,759.50","11,468.00","11,475.80",2023-01-18 00:00:00,Wednesday
01-17-2023,"11,570.00","11,685.00","11,530.50","11,624.50",2023-01-17 00:00:00,Tuesday
01-13-2023,"11,528.50","11,619.50","11,389.00","11,608.00",2023-01-13 00:00:00,Friday
01-12-2023,"11,474.50","11,579.80","11,291.00","11,534.30",2023-01-12 00:00:00,Thursday
01-11-2023,"11,282.50","11,479.50","11,239.80","11,476.50",2023-01-11 00:00:00,Wednesday
01-10-2023,"11,184.80","11,288.80","11,094.00","11,282.00",2023-01-10 00:00:00,Tuesday
01-09-2023,"11,126.50","11,385.50","11,120.30","11,185.50",2023-01-09 00:00:00,Monday
01-06-2023,"10,838.80","11,165.80","10,751.00","11,113.50",2023-01-06 00:00:00,Friday
01-05-2023,"10,988.50","11,046.80","10,805.00","10,820.30",2023-01-05 00:00:00,Thursday
01-04-2023,"10,941.30","11,068.50","10,863.50","10,999.30",2023-01-04 00:00:00,Wednesday
01-03-2023,"11,122.50","11,182.00","10,844.80","10,945.50",2023-01-03 00:00:00,Tuesday
12-30-2022,"11,033.50","11,051.50","10,855.50","11,022.30",2022-12-30 00:00:00,Friday
12-29-2022,"10,785.80","11,071.50","10,777.50","11,032.80",2022-12-29 00:00:00,Thursday
12-28-2022,"10,915.80","10,996.50","10,758.80","10,772.80",2022-12-28 00:00:00,Wednesday
12-27-2022,"11,104.00","11,183.80","10,896.00","10,915.50",2022-12-27 00:00:00,Tuesday
12-23-2022,"11,061.00","11,143.00","10,916.30","11,075.30",2022-12-23 00:00:00,Friday
12-22-2022,"11,357.00","11,384.80","10,870.50","11,054.30",2022-12-22 00:00:00,Thursday
12-21-2022,"11,206.50","11,389.80","11,181.00","11,334.50",2022-12-21 00:00:00,Wednesday
12-20-2022,"11,182.50","11,247.00","11,043.50","11,175.80",2022-12-20 00:00:00,Tuesday
12-19-2022,"11,328.80","11,411.00","11,131.80","11,193.30",2022-12-19 00:00:00,Monday
12-16-2022,"11,446.50","11,491.50","11,275.50","11,344.80",2022-12-16 00:00:00,Friday
12-15-2022,"11,884.30","11,898.00","11,404.00","11,457.00",2022-12-15 00:00:00,Thursday
12-14-2022,"11,955.00","12,069.50","11,729.00","11,869.00",2022-12-14 00:00:00,Wednesday
12-13-2022,"11,816.80","12,384.00","11,797.30","11,958.80",2022-12-13 00:00:00,Tuesday
12-12-2022,"11,671.50","11,834.50","11,635.80","11,829.80",2022-12-12 00:00:00,Monday
12-09-2022,"11,755.30","11,861.30","11,629.30","11,683.00",2022-12-09 00:00:00,Friday
12-08-2022,"11,619.00","11,799.50","11,547.50","11,759.00",2022-12-08 00:00:00,Thursday
12-07-2022,"11,566.00","11,596.30","11,422.50","11,509.50",2022-12-07 00:00:00,Wednesday
12-06-2022,"11,812.00","11,846.30","11,502.00","11,566.00",2022-12-06 00:00:00,Tuesday
12-05-2022,"12,000.50","12,015.80","11,745.30","11,805.80",2022-12-05 00:00:00,Monday
12-02-2022,"12,039.80","12,067.80","11,740.50","12,010.30",2022-12-02 00:00:00,Friday
12-01-2022,"12,079.30","12,145.00","11,943.30","12,062.80",2022-12-01 00:00:00,Thursday
11-30-2022,"11,520.00","12,078.50","11,497.80","12,042.30",2022-11-30 00:00:00,Wednesday
11-29-2022,"11,625.00","11,704.50","11,465.00","11,524.80",2022-11-29 00:00:00,Tuesday
11-28-2022,"11,731.30","11,788.50","11,575.30","11,616.30",2022-11-28 00:00:00,Monday
11-25-2022,"11,914.30","11,924.00","11,766.30","11,782.80",2022-11-25 00:00:00,Friday
11-23-2022,"11,741.50","11,892.80","11,720.00","11,862.80",2022-11-23 00:00:00,Wednesday
11-22-2022,"11,588.00","11,759.30","11,526.50","11,754.50",2022-11-22 00:00:00,Tuesday
11-21-2022,"11,723.00","11,756.00","11,553.00","11,588.00",2022-11-21 00:00:00,Monday
11-18-2022,"11,747.80","11,843.00","11,606.80","11,708.00",2022-11-18 00:00:00,Friday
11-17-2022,"11,777.80","11,827.50","11,528.30","11,710.50",2022-11-17 00:00:00,Thursday
11-16-2022,"11,882.00","11,963.00","11,706.50","11,739.50",2022-11-16 00:00:00,Wednesday
11-15-2022,"11,768.50","12,118.80","11,761.80","11,904.30",2022-11-15 00:00:00,Tuesday
11-14-2022,"11,791.00","11,898.50","11,702.00","11,734.80",2022-11-14 00:00:00,Monday
11-11-2022,"11,669.80","11,876.80","11,569.30","11,848.00",2022-11-11 00:00:00,Friday
11-10-2022,"10,841.00","11,677.00","10,801.00","11,632.30",2022-11-10 00:00:00,Thursday
11-09-2022,"11,089.30","11,164.30","10,822.30","10,830.80",2022-11-09 00:00:00,Wednesday
11-08-2022,"11,016.00","11,231.30","10,928.80","11,094.30",2022-11-08 00:00:00,Tuesday
11-07-2022,"10,786.50","11,038.50","10,751.00","11,014.30",2022-11-07 00:00:00,Monday
11-04-2022,"10,712.00","10,974.30","10,636.00","10,890.30",2022-11-04 00:00:00,Friday
11-03-2022,"10,938.00","10,996.00","10,708.00","10,728.00",2022-11-03 00:00:00,Thursday
11-02-2022,"11,320.30","11,460.00","10,909.00","10,944.50",2022-11-02 00:00:00,Wednesday
11-01-2022,"11,455.00","11,619.00","11,288.80","11,332.00",2022-11-01 00:00:00,Tuesday
10-31-2022,"11,592.50","11,595.00","11,367.30","11,447.30",2022-10-31 00:00:00,Monday
10-28-2022,"11,122.80","11,626.00","11,062.00","11,587.00",2022-10-28 00:00:00,Friday
10-27-2022,"11,417.80","11,537.50","10,921.50","11,235.30",2022-10-27 00:00:00,Thursday
10-26-2022,"11,510.00","11,703.50","11,415.00","11,446.00",2022-10-26 00:00:00,Wednesday
10-25-2022,"11,453.80","11,734.00","11,430.30","11,713.50",2022-10-25 00:00:00,Tuesday
10-24-2022,"11,393.80","11,530.30","11,207.80","11,478.80",2022-10-24 00:00:00,Monday
10-21-2022,"11,061.30","11,386.30","10,935.50","11,358.50",2022-10-21 00:00:00,Friday
10-20-2022,"11,134.00","11,328.80","11,008.00","11,090.80",2022-10-20 00:00:00,Thursday
10-19-2022,"11,320.30","11,382.80","11,049.00","11,153.30",2022-10-19 00:00:00,Wednesday
10-18-2022,"11,161.30","11,431.80","11,081.50","11,198.80",2022-10-18 00:00:00,Tuesday
10-17-2022,"10,720.00","11,146.30","10,713.00","11,110.30",2022-10-17 00:00:00,Monday
10-14-2022,"11,064.80","11,253.50","10,726.80","10,744.00",2022-10-14 00:00:00,Friday
10-13-2022,"10,859.00","11,142.80","10,484.80","11,083.80",2022-10-13 00:00:00,Thursday
10-12-2022,"10,875.00","10,976.80","10,805.50","10,840.50",2022-10-12 00:00:00,Wednesday
10-11-2022,"10,987.00","11,039.50","10,767.30","10,845.00",2022-10-11 00:00:00,Tuesday
10-10-2022,"11,067.80","11,136.50","10,876.80","10,984.50",2022-10-10 00:00:00,Monday
10-07-2022,"11,494.50","11,564.50","11,043.30","11,101.50",2022-10-07 00:00:00,Friday
10-06-2022,"11,628.00","11,729.80","11,505.30","11,541.80",2022-10-06 00:00:00,Thursday
10-05-2022,"11,630.30","11,711.00","11,366.50","11,623.80",2022-10-05 00:00:00,Wednesday
10-04-2022,"11,314.50","11,675.00","11,281.50","11,640.80",2022-10-04 00:00:00,Tuesday
10-03-2022,"11,030.00","11,358.30","10,890.80","11,285.80",2022-10-03 00:00:00,Monday
09-30-2022,"11,220.00","11,357.30","11,024.30","11,035.50",2022-09-30 00:00:00,Friday
09-29-2022,"11,544.00","11,567.30","11,091.50","11,228.30",2022-09-29 00:00:00,Thursday
09-28-2022,"11,361.00","11,613.50","11,141.50","11,555.80",2022-09-28 00:00:00,Wednesday
09-27-2022,"11,315.50","11,568.30","11,233.50","11,333.80",2022-09-27 00:00:00,Tuesday
09-26-2022,"11,362.50","11,537.80","11,256.50","11,316.30",2022-09-26 00:00:00,Monday
09-23-2022,"11,583.80","11,600.30","11,229.00","11,376.80",2022-09-23 00:00:00,Friday
09-22-2022,"11,661.30","11,796.00","11,510.00","11,565.50",2022-09-22 00:00:00,Thursday
09-21-2022,"11,946.00","12,140.50","11,647.50","11,710.00",2022-09-21 00:00:00,Wednesday
09-20-2022,"12,045.80","12,092.50","11,828.30","11,922.30",2022-09-20 00:00:00,Tuesday
09-19-2022,"11,920.00","12,066.30","11,792.30","12,024.00",2022-09-19 00:00:00,Monday
09-16-2022,"11,951.50","11,961.30","11,778.50","11,933.50",2022-09-16 00:00:00,Friday
09-15-2022,"12,234.00","12,268.80","11,937.50","12,007.50",2022-09-15 00:00:00,Thursday
09-14-2022,"12,128.00","12,253.00","12,080.30","12,222.30",2022-09-14 00:00:00,Wednesday
09-13-2022,"12,854.00","12,992.00","12,082.30","12,115.80",2022-09-13 00:00:00,Tuesday
09-12-2022,"12,702.30","12,856.80","12,648.00","12,823.50",2022-09-12 00:00:00,Monday
09-09-2022,"12,419.30","12,691.30","12,405.00","12,670.30",2022-09-09 00:00:00,Friday
09-08-2022,"12,345.00","12,453.50","12,191.80","12,397.30",2022-09-08 00:00:00,Thursday
09-07-2022,"12,019.80","12,306.30","11,921.50","12,263.30",2022-09-07 00:00:00,Wednesday
09-06-2022,"12,136.00","12,244.50","11,930.00","12,019.00",2022-09-06 00:00:00,Tuesday
09-02-2022,"12,297.80","12,461.80","12,040.30","12,104.30",2022-09-02 00:00:00,Friday
09-01-2022,"12,284.80","12,299.50","12,017.80","12,292.30",2022-09-01 00:00:00,Thursday
08-31-2022,"12,366.00","12,513.00","12,276.30","12,285.30",2022-08-31 00:00:00,Wednesday
08-30-2022,"12,503.50","12,658.30","12,247.50","12,358.80",2022-08-30 00:00:00,Tuesday
08-29-2022,"12,485.00","12,610.30","12,401.50","12,492.80",2022-08-29 00:00:00,Monday
08-26-2022,"13,153.80","13,220.00","12,557.50","12,620.50",2022-08-26 00:00:00,Friday
08-25-2022,"12,944.00","13,161.50","12,925.00","13,156.00",2022-08-25 00:00:00,Thursday
08-24-2022,"12,892.00","13,011.30","12,825.80","12,929.80",2022-08-24 00:00:00,Wednesday
08-23-2022,"12,933.80","13,018.50","12,823.50","12,896.50",2022-08-23 00:00:00,Tuesday
08-22-2022,"13,226.50","13,226.50","12,874.50","12,909.80",2022-08-22 00:00:00,Monday
08-19-2022,"13,534.30","13,534.50","13,228.80","13,268.50",2022-08-19 00:00:00,Friday
08-18-2022,"13,503.00","13,575.50","13,410.80","13,523.30",2022-08-18 00:00:00,Thursday
08-17-2022,"13,658.00","13,672.00","13,406.30","13,493.30",2022-08-17 00:00:00,Wednesday
08-16-2022,"13,674.80","13,740.80","13,522.80","13,658.30",2022-08-16 00:00:00,Tuesday
08-15-2022,"13,571.50","13,706.00","13,495.30","13,681.30",2022-08-15 00:00:00,Monday
08-12-2022,"13,344.30","13,583.30","13,312.00","13,577.80",2022-08-12 00:00:00,Friday
08-11-2022,"13,380.50","13,575.00","13,285.00","13,311.30",2022-08-11 00:00:00,Thursday
08-10-2022,"13,050.00","13,408.00","12,982.00","13,392.00",2022-08-10 00:00:00,Wednesday
08-09-2022,"13,206.20","13,233.80","12,963.30","13,031.50",2022-08-09 00:00:00,Tuesday
08-08-2022,"13,227.80","13,419.30","13,120.50","13,183.30",2022-08-08 00:00:00,Monday
08-05-2022,"13,327.30","13,384.50","13,085.00","13,228.80",2022-08-05 00:00:00,Friday
08-04-2022,"13,247.00","13,356.00","13,184.80","13,327.00",2022-08-04 00:00:00,Thursday
08-03-2022,"12,921.00","13,310.30","12,867.30","13,271.50",2022-08-03 00:00:00,Wednesday
08-02-2022,"12,974.30","13,097.00","12,814.70","12,924.50",2022-08-02 00:00:00,Tuesday
08-01-2022,"12,981.00","13,108.80","12,851.80","12,962.50",2022-08-01 00:00:00,Monday
07-29-2022,"12,920.20","13,012.00","12,744.30","12,971.50",2022-07-29 00:00:00,Friday
07-28-2022,"12,580.00","12,948.00","12,449.00","12,737.50",2022-07-28 00:00:00,Thursday
07-27-2022,"12,192.00","12,690.00","12,191.50","12,619.00",2022-07-27 00:00:00,Wednesday
07-26-2022,"12,311.30","12,334.00","12,072.00","12,112.50",2022-07-26 00:00:00,Tuesday
07-25-2022,"12,444.50","12,498.50","12,266.50","12,354.50",2022-07-25 00:00:00,Monday
07-22-2022,"12,559.30","12,698.50","12,343.80","12,423.50",2022-07-22 00:00:00,Friday
07-21-2022,"12,440.00","12,655.30","12,373.50","12,640.00",2022-07-21 00:00:00,Thursday
07-20-2022,"12,330.50","12,517.50","12,235.80","12,465.30",2022-07-20 00:00:00,Wednesday
07-19-2022,"11,909.50","12,328.50","11,889.50","12,274.00",2022-07-19 00:00:00,Tuesday
07-18-2022,"12,043.50","12,186.50","11,857.00","11,907.00",2022-07-18 00:00:00,Monday
07-15-2022,"11,810.50","12,021.50","11,740.30","12,007.50",2022-07-15 00:00:00,Friday
07-14-2022,"11,729.50","11,835.00","11,511.30","11,797.50",2022-07-14 00:00:00,Thursday
07-13-2022,"11,780.00","11,970.00","11,479.30","11,762.30",2022-07-13 00:00:00,Wednesday
07-12-2022,"11,900.50","12,025.50","11,712.00","11,779.00",2022-07-12 00:00:00,Tuesday
07-11-2022,"12,149.80","12,149.80","11,853.00","11,884.30",2022-07-11 00:00:00,Monday
07-08-2022,"12,115.00","12,211.00","11,952.50","12,152.00",2022-07-08 00:00:00,Friday
07-07-2022,"11,901.30","12,168.50","11,836.50","12,138.50",2022-07-07 00:00:00,Thursday
07-06-2022,"11,820.30","11,974.30","11,727.80","11,880.30",2022-07-06 00:00:00,Wednesday
07-05-2022,"11,556.30","11,815.80","11,389.30","11,808.50",2022-07-05 00:00:00,Tuesday
07-01-2022,"11,507.50","11,629.80","11,381.80","11,611.30",2022-07-01 00:00:00,Friday
06-30-2022,"11,691.50","11,696.80","11,351.00","11,529.50",2022-06-30 00:00:00,Thursday
06-29-2022,"11,680.50","11,749.00","11,564.50","11,691.00",2022-06-29 00:00:00,Wednesday
06-28-2022,"12,076.30","12,174.30","11,661.50","11,674.30",2022-06-28 00:00:00,Tuesday
06-27-2022,"12,137.50","12,262.00","11,994.30","12,040.50",2022-06-27 00:00:00,Monday
06-24-2022,"11,687.80","12,148.50","11,684.80","12,140.50",2022-06-24 00:00:00,Friday
06-23-2022,"11,542.80","11,766.80","11,460.50","11,737.50",2022-06-23 00:00:00,Thursday
06-22-2022,"11,579.80","11,745.80","11,320.50","11,565.80",2022-06-22 00:00:00,Wednesday
06-21-2022,"11,425.80","11,678.30","11,398.50","11,577.30",2022-06-21 00:00:00,Tuesday
06-17-2022,"11,206.80","11,396.00","11,119.00","11,296.80",2022-06-17 00:00:00,Friday
06-16-2022,"11,646.30","11,774.30","11,068.50","11,157.30",2022-06-16 00:00:00,Thursday
06-15-2022,"11,364.80","11,794.30","11,358.50","11,629.00",2022-06-15 00:00:00,Wednesday
06-14-2022,"11,367.50","11,534.50","11,236.00","11,346.50",2022-06-14 00:00:00,Tuesday
06-13-2022,"11,810.80","11,825.00","11,285.30","11,327.50",2022-06-13 00:00:00,Monday
06-13-2022,"11,810.80","11,825.00","11,285.30","11,327.50",2022-06-13 00:00:00,Monday
06-10-2022,"12,334.00","12,368.80","11,849.30","11,867.80",2022-06-10 00:00:00,Friday
06-09-2022,"12,648.20","12,755.30","12,285.00","12,304.80",2022-06-09 00:00:00,Thursday
06-08-2022,"12,680.50","12,783.00","12,579.30","12,615.80",2022-06-08 00:00:00,Wednesday
06-07-2022,"12,605.30","12,740.30","12,412.50","12,711.50",2022-06-07 00:00:00,Tuesday
06-06-2022,"12,549.80","12,810.00","12,527.00","12,605.00",2022-06-06 00:00:00,Monday
06-03-2022,"12,896.00","12,945.20","12,503.00","12,551.00",2022-06-03 00:00:00,Friday
06-02-2022,"12,549.80","12,903.70","12,442.50","12,893.80",2022-06-02 00:00:00,Thursday
06-01-2022,"12,662.50","12,823.50","12,454.80","12,551.00",2022-06-01 00:00:00,Wednesday
05-31-2022,"12,811.00","12,825.80","12,480.00","12,646.50",2022-05-31 00:00:00,Tuesday
05-27-2022,"12,250.00","12,720.30","12,222.00","12,677.80",2022-05-27 00:00:00,Friday
05-26-2022,"11,887.50","12,343.00","11,848.30","12,279.30",2022-05-26 00:00:00,Thursday
05-25-2022,"11,808.00","12,036.00","11,672.00","11,942.30",2022-05-25 00:00:00,Wednesday
05-24-2022,"11,915.00","11,918.00","11,576.30","11,771.00",2022-05-24 00:00:00,Tuesday
05-23-2022,"11,866.00","12,075.50","11,783.80","12,035.30",2022-05-23 00:00:00,Monday
05-20-2022,"11,898.00","12,096.80","11,491.30","11,840.80",2022-05-20 00:00:00,Friday
05-19-2022,"11,907.00","12,076.80","11,704.00","11,878.30",2022-05-19 00:00:00,Thursday
05-18-2022,"12,572.00","12,594.00","11,862.80","11,935.50",2022-05-18 00:00:00,Wednesday
05-17-2022,"12,235.50","12,578.00","12,234.00","12,560.30",2022-05-17 00:00:00,Tuesday
05-16-2022,"12,409.00","12,498.80","12,190.30","12,244.80",2022-05-16 00:00:00,Monday
05-13-2022,"11,891.50","12,432.00","11,891.50","12,382.80",2022-05-13 00:00:00,Friday
05-12-2022,"12,004.50","12,132.80","11,689.00","11,947.30",2022-05-12 00:00:00,Thursday
05-11-2022,"12,328.80","12,553.30","11,938.50","11,969.80",2022-05-11 00:00:00,Wednesday
05-10-2022,"12,206.00","12,547.00","12,102.30","12,349.00",2022-05-10 00:00:00,Tuesday
05-09-2022,"12,605.00","12,637.20","12,135.30","12,193.80",2022-05-09 00:00:00,Monday
05-06-2022,"12,883.30","12,894.80","12,519.00","12,695.80",2022-05-06 00:00:00,Friday
05-05-2022,"13,500.20","13,548.00","12,705.30","12,858.00",2022-05-05 00:00:00,Thursday
05-04-2022,"13,121.00","13,555.30","12,883.00","13,531.30",2022-05-04 00:00:00,Wednesday
05-03-2022,"13,051.80","13,183.80","12,968.50","13,087.50",2022-05-03 00:00:00,Tuesday
05-02-2022,"12,892.30","13,084.50","12,709.80","13,073.00",2022-05-02 00:00:00,Monday
04-29-2022,"13,219.50","13,433.00","12,831.80","12,852.00",2022-04-29 00:00:00,Friday
04-28-2022,"13,191.00","13,542.00","13,033.00","13,454.80",2022-04-28 00:00:00,Thursday
04-27-2022,"12,881.00","13,255.30","12,878.30","13,009.00",2022-04-27 00:00:00,Wednesday
04-26-2022,"13,523.50","13,583.70","12,801.50","13,016.00",2022-04-26 00:00:00,Tuesday
04-25-2022,"13,334.30","13,549.80","13,184.00","13,535.80",2022-04-25 00:00:00,Monday
04-22-2022,"13,720.00","13,781.00","13,297.00","13,353.50",2022-04-22 00:00:00,Friday
04-21-2022,"14,070.00","14,283.00","13,667.50","13,728.30",2022-04-21 00:00:00,Thursday
04-20-2022,"14,104.80","14,298.00","13,956.50","14,004.80",2022-04-20 00:00:00,Wednesday
04-19-2022,"13,962.80","14,242.00","13,828.00","14,217.30",2022-04-19 00:00:00,Tuesday
04-18-2022,"13,892.00","14,002.50","13,729.50","13,907.80",2022-04-18 00:00:00,Monday
04-14-2022,"14,211.50","14,296.30","13,876.50","13,893.80",2022-04-14 00:00:00,Thursday
04-13-2022,"13,952.70","14,266.50","13,921.00","14,221.50",2022-04-13 00:00:00,Wednesday
04-12-2022,"14,006.30","14,284.30","13,881.30","13,945.00",2022-04-12 00:00:00,Tuesday
04-11-2022,"14,345.00","14,382.00","13,984.80","14,000.00",2022-04-11 00:00:00,Monday
04-08-2022,"14,536.30","14,642.30","14,310.50","14,327.00",2022-04-08 00:00:00,Friday
04-07-2022,"14,496.30","14,633.80","14,317.00","14,536.00",2022-04-07 00:00:00,Thursday
04-06-2022,"14,861.00","14,861.30","14,394.80","14,505.30",2022-04-06 00:00:00,Wednesday
04-05-2022,"15,155.50","15,198.00","14,780.30","14,828.00",2022-04-05 00:00:00,Tuesday
04-04-2022,"14,846.00","15,174.50","14,801.00","15,164.30",2022-04-04 00:00:00,Monday
04-01-2022,"14,918.80","14,960.00","14,725.00","14,863.80",2022-04-01 00:00:00,Friday
03-31-2022,"15,100.50","15,180.80","14,855.50","14,868.80",2022-03-31 00:00:00,Thursday
03-30-2022,"15,222.00","15,262.30","15,012.30","15,071.50",2022-03-30 00:00:00,Wednesday
03-29-2022,"14,981.00","15,268.80","14,956.50","15,237.70",2022-03-29 00:00:00,Tuesday
03-28-2022,"14,756.00","14,997.00","14,658.80","14,985.20",2022-03-28 00:00:00,Monday
03-25-2022,"14,765.00","14,840.50","14,572.50","14,755.80",2022-03-25 00:00:00,Friday
03-24-2022,"14,462.80","14,769.80","14,433.50","14,763.80",2022-03-24 00:00:00,Thursday
03-23-2022,"14,654.00","14,682.30","14,441.00","14,447.00",2022-03-23 00:00:00,Wednesday
03-22-2022,"14,390.00","14,690.80","14,293.50","14,654.00",2022-03-22 00:00:00,Tuesday
03-21-2022,"14,404.00","14,466.80","14,183.80","14,370.50",2022-03-21 00:00:00,Monday
03-18-2022,"14,056.80","14,442.80","13,966.50","14,413.50",2022-03-18 00:00:00,Friday
03-17-2022,"13,991.00","14,132.50","13,819.00","14,107.80",2022-03-17 00:00:00,Thursday
03-16-2022,"13,445.30","14,025.80","13,417.30","13,949.80",2022-03-16 00:00:00,Wednesday
03-15-2022,"13,079.50","13,486.50","12,942.50","13,449.50",2022-03-15 00:00:00,Tuesday
03-14-2022,"13,334.50","13,441.50","13,015.50","13,044.00",2022-03-14 00:00:00,Monday
03-11-2022,"13,572.50","13,858.00","13,277.50","13,289.00",2022-03-11 00:00:00,Friday
03-10-2022,"13,770.50","13,773.30","13,390.50","13,583.30",2022-03-10 00:00:00,Thursday
03-09-2022,"13,192.20","13,821.80","13,189.80","13,734.80",2022-03-09 00:00:00,Wednesday
03-08-2022,"13,283.00","13,666.00","13,103.30","13,267.00",2022-03-08 00:00:00,Tuesday
03-07-2022,"13,763.50","13,879.80","13,265.00","13,320.80",2022-03-07 00:00:00,Monday
03-04-2022,"14,069.20","14,086.50","13,733.80","13,839.80",2022-03-04 00:00:00,Friday
03-03-2022,"14,196.50","14,391.00","13,955.00","14,030.50",2022-03-03 00:00:00,Thursday
03-02-2022,"14,026.30","14,290.00","13,911.50","14,239.30",2022-03-02 00:00:00,Wednesday
03-01-2022,"14,219.20","14,327.80","13,900.00","14,005.50",2022-03-01 00:00:00,Tuesday
02-28-2022,"13,900.30","14,292.30","13,675.00","14,228.00",2022-02-28 00:00:00,Monday
02-25-2022,"13,909.50","14,196.30","13,760.30","14,180.50",2022-02-25 00:00:00,Friday
02-24-2022,"13,484.30","13,983.20","13,025.70","13,966.50",2022-02-24 00:00:00,Thursday
02-23-2022,"13,928.30","14,068.80","13,471.30","13,507.50",2022-02-23 00:00:00,Wednesday
02-22-2022,"13,680.00","14,108.20","13,580.30","13,862.80",2022-02-22 00:00:00,Tuesday
02-18-2022,"14,156.30","14,299.00","13,906.30","13,996.00",2022-02-18 00:00:00,Friday
02-17-2022,"14,592.30","14,619.50","14,131.50","14,164.80",2022-02-17 00:00:00,Thursday
02-16-2022,"14,588.00","14,668.50","14,381.00","14,600.00",2022-02-16 00:00:00,Wednesday
02-15-2022,"14,257.00","14,614.80","14,223.30","14,609.50",2022-02-15 00:00:00,Tuesday
02-14-2022,"14,250.00","14,394.00","14,031.00","14,253.00",2022-02-14 00:00:00,Monday
02-11-2022,"14,698.30","14,766.80","14,181.00","14,240.50",2022-02-11 00:00:00,Friday
